id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,metodo_pago,canal_venta
404,2024-01-08,44,54,2,4262489,15,Transferencia,WhatsApp
405,2025-08-21,80,7,4,4560009,0,Transferencia,Marketplace
406,2026-04-22,485,14,3,3875208,0,Transferencia,Tienda Física
407,2025-03-22,102,16,3,3834068,15,Efectivo,WhatsApp
408,2024-11-14,403,66,3,2139371,0,Transferencia,Marketplace
409,2025-04-02,431,38,5,3547481,0,PSE,Página Web
410,2025-09-20,64,72,5,1635665,20,Efectivo,WhatsApp
411,2025-08-08,459,73,1,1083463,10,Tarjeta Crédito,WhatsApp
412,2024-04-17,110,68,2,1842024,0,Tarjeta Débito,WhatsApp
413,2025-05-03,217,71,3,4354774,5,Tarjeta Débito,Tienda Física
414,2025-06-25,449,13,4,1099700,0,Transferencia,Página Web
415,2024-05-18,188,78,5,895758,0,PSE,Tienda Física
416,2024-10-18,489,47,5,2140666,0,Tarjeta Débito,Tienda Física
417,2024-01-01,268,69,5,3996367,5,Tarjeta Débito,Página Web
418,2024-06-29,429,41,2,2136354,5,Efectivo,Marketplace
419,2025-08-19,323,9,3,962964,0,Tarjeta Débito,WhatsApp
420,2024-02-24,262,29,2,2261412,0,PSE,Página Web
421,2024-04-24,488,40,2,1325409,0,PSE,Marketplace
422,2024-05-31,461,36,2,1076765,0,Tarjeta Débito,Tienda Física
423,2024-11-09,474,38,4,3547481,0,Tarjeta Débito,Tienda Física
424,2025-03-21,279,85,2,795244,0,Tarjeta Débito,Tienda Física
425,2026-03-08,222,65,5,618120,10,Tarjeta Débito,Marketplace
426,2026-04-12,276,64,4,3846738,10,Tarjeta Débito,Marketplace
427,2024-11-03,74,84,4,2755569,10,Tarjeta Crédito,Tienda Física
428,2025-06-21,454,42,5,4291328,15,Transferencia,Tienda Física
429,2024-07-12,229,14,1,3875208,10,Efectivo,Tienda Física
430,2025-04-15,407,10,4,1728534,20,Tarjeta Débito,Tienda Física
431,2024-04-08,343,72,4,1635665,20,Efectivo,Marketplace
432,2025-09-25,217,47,4,2140666,0,PSE,Marketplace
433,2024-08-17,170,70,5,4073868,0,Efectivo,Tienda Física
434,2026-04-18,114,87,4,4184622,0,Efectivo,Tienda Física
435,2024-04-16,265,23,1,3575970,10,Tarjeta Débito,Marketplace
436,2024-04-20,425,100,2,3105751,0,Tarjeta Débito,Marketplace
437,2024-12-22,140,63,4,2757403,0,Efectivo,Marketplace
438,2025-11-20,149,44,2,2029985,0,Efectivo,Tienda Física
439,2024-10-09,106,76,4,3281679,0,PSE,Tienda Física
440,2024-07-19,269,15,1,4265569,10,Tarjeta Débito,Tienda Física
441,2026-05-27,66,40,2,1325409,5,PSE,Tienda Física
442,2024-04-12,49,6,1,4854910,0,Tarjeta Crédito,Tienda Física
443,2025-06-24,225,35,4,3267646,15,Transferencia,WhatsApp
444,2025-10-06,218,97,3,144092,0,Efectivo,Tienda Física
445,2024-12-14,315,91,5,635249,0,Tarjeta Crédito,Marketplace
446,2025-09-20,81,96,2,2292397,20,PSE,Página Web
447,2024-11-05,124,74,1,2013299,0,PSE,Marketplace
448,2026-02-16,65,43,3,1138328,20,Tarjeta Débito,Marketplace
449,2025-05-13,211,76,2,3281679,0,Efectivo,Tienda Física
450,2024-02-16,378,21,3,4013212,0,Tarjeta Débito,Tienda Física
451,2024-02-24,285,27,3,3381540,0,PSE,Tienda Física
452,2024-05-24,13,5,2,2037450,5,PSE,Marketplace
453,2026-04-24,107,60,3,1760690,0,Transferencia,Marketplace
454,2025-10-11,485,57,5,1980185,0,PSE,Tienda Física
455,2025-09-12,297,81,2,3851834,0,Transferencia,Página Web
456,2025-06-03,20,66,3,2139371,20,PSE,Marketplace
457,2024-02-03,175,39,3,4689225,5,Transferencia,WhatsApp
458,2025-05-25,169,94,5,3952690,0,Transferencia,WhatsApp
459,2024-04-17,264,29,2,2261412,20,PSE,WhatsApp
460,2024-06-12,52,7,5,4560009,10,Tarjeta Débito,Tienda Física
461,2024-02-21,93,35,5,3267646,5,PSE,Tienda Física
462,2024-12-25,233,21,1,4013212,20,Tarjeta Crédito,WhatsApp
463,2025-08-22,492,68,1,1842024,10,PSE,WhatsApp
464,2026-03-25,284,17,1,1464736,5,Efectivo,WhatsApp
465,2024-02-15,70,93,2,1694686,15,Transferencia,Tienda Física
466,2025-10-06,6,58,4,1290260,5,Transferencia,Tienda Física
467,2025-11-03,416,56,2,3584838,0,Efectivo,Tienda Física
468,2025-06-01,41,82,3,4046034,15,Transferencia,Tienda Física
469,2024-09-07,331,79,3,3804446,15,Tarjeta Crédito,Página Web
470,2026-05-22,298,28,3,1820471,0,Efectivo,WhatsApp
471,2025-09-11,477,32,2,3905864,5,Efectivo,Marketplace
472,2025-10-05,495,7,3,4560009,0,Tarjeta Débito,Página Web
473,2026-05-10,348,25,1,890972,5,Efectivo,Página Web
474,2025-06-07,141,66,1,2139371,15,Tarjeta Crédito,Tienda Física
475,2024-12-09,379,72,3,1635665,0,Efectivo,WhatsApp
476,2024-08-31,401,29,3,2261412,20,Tarjeta Débito,Tienda Física
477,2025-03-29,107,17,2,1464736,0,Tarjeta Débito,Marketplace
478,2024-10-12,402,5,3,2037450,0,Efectivo,WhatsApp
479,2025-11-12,225,41,3,2136354,20,PSE,Página Web
480,2025-03-29,19,42,2,4291328,20,Transferencia,WhatsApp
481,2024-11-24,36,90,3,3591086,5,Tarjeta Débito,WhatsApp
482,2026-05-13,379,77,3,1311330,5,Tarjeta Crédito,Marketplace
483,2024-12-29,247,65,5,618120,0,Transferencia,Página Web
484,2024-11-02,137,99,5,4401891,0,PSE,Marketplace
485,2024-11-23,354,75,1,3197969,15,Tarjeta Crédito,Tienda Física
486,2024-06-28,107,55,1,1282188,20,Efectivo,Marketplace
487,2025-10-24,444,52,2,3019382,0,Tarjeta Crédito,Página Web
488,2026-04-13,449,37,5,1648323,10,Transferencia,WhatsApp
489,2024-12-16,242,89,5,350966,0,Tarjeta Crédito,WhatsApp
490,2026-05-13,351,84,2,2755569,5,Efectivo,Tienda Física
491,2026-02-24,262,96,3,2292397,10,Tarjeta Débito,Marketplace
492,2024-05-31,162,14,3,3875208,20,Transferencia,WhatsApp
493,2026-04-03,454,59,2,4942713,15,Transferencia,Página Web
494,2024-09-02,460,22,1,1332742,20,Tarjeta Débito,WhatsApp
495,2024-06-10,85,84,5,2755569,0,Transferencia,WhatsApp
496,2025-07-14,415,75,5,3197969,15,Tarjeta Crédito,Página Web
497,2024-10-13,294,27,1,3381540,0,Tarjeta Débito,Página Web
498,2025-08-19,368,61,1,1040165,5,Tarjeta Crédito,Página Web
499,2025-02-07,500,8,4,506538,0,Tarjeta Débito,Página Web
500,2025-03-12,226,9,1,962964,0,Transferencia,Página Web
501,2026-01-16,15,76,1,3281679,5,Transferencia,WhatsApp
502,2026-01-27,138,38,3,3547481,20,Efectivo,WhatsApp
503,2025-11-05,18,84,2,2755569,10,PSE,WhatsApp
504,2025-09-20,431,7,5,4560009,0,Tarjeta Crédito,Marketplace
505,2025-11-28,487,46,1,165255,10,Tarjeta Débito,Página Web
506,2025-04-26,107,28,1,1820471,0,Tarjeta Débito,Marketplace
507,2024-07-30,151,39,1,4689225,0,PSE,Página Web
508,2026-01-22,124,100,3,3105751,0,Transferencia,Página Web
509,2024-01-08,285,32,2,3905864,0,PSE,WhatsApp
510,2025-10-12,4,78,1,895758,15,PSE,Tienda Física
511,2024-05-03,160,88,2,327418,5,PSE,Tienda Física
512,2026-01-11,355,33,1,4335187,15,Transferencia,Página Web
513,2025-07-23,334,64,4,3846738,5,Efectivo,WhatsApp
514,2024-10-12,59,37,1,1648323,5,Efectivo,WhatsApp
515,2025-09-01,180,61,1,1040165,0,PSE,Página Web
516,2025-08-29,447,19,2,3789305,0,Tarjeta Débito,Marketplace
517,2024-09-30,380,85,1,795244,10,Efectivo,Página Web
518,2025-01-26,296,8,4,506538,0,Tarjeta Débito,Marketplace
519,2024-04-20,494,11,1,4597473,10,Efectivo,Marketplace
520,2025-11-30,8,72,1,1635665,0,Transferencia,Página Web
521,2025-06-25,292,60,1,1760690,5,Tarjeta Crédito,WhatsApp
522,2024-04-29,191,14,5,3875208,5,Tarjeta Débito,Página Web
523,2024-03-04,269,81,5,3851834,0,Transferencia,Página Web
524,2025-03-27,90,80,1,1604369,20,PSE,Tienda Física
525,2024-08-02,479,43,4,1138328,0,Tarjeta Crédito,Marketplace
526,2025-02-28,152,23,3,3575970,20,Efectivo,Página Web
527,2024-10-12,135,81,1,3851834,0,PSE,Página Web
528,2024-07-05,410,21,1,4013212,20,Transferencia,WhatsApp
529,2025-05-22,370,50,2,2758077,20,Efectivo,WhatsApp
530,2024-04-09,250,27,5,3381540,10,Transferencia,Página Web
531,2024-08-02,368,35,4,3267646,20,Transferencia,Página Web
532,2026-01-24,249,54,2,4262489,0,Transferencia,WhatsApp
533,2024-03-07,466,18,1,4048802,0,Tarjeta Crédito,Página Web
534,2025-02-09,344,59,5,4942713,0,Tarjeta Débito,WhatsApp
535,2024-06-13,204,94,5,3952690,0,Tarjeta Débito,Página Web
536,2025-11-21,311,45,4,1843572,0,PSE,Tienda Física
537,2025-02-27,409,21,5,4013212,0,Tarjeta Débito,Marketplace
538,2024-11-13,465,73,5,1083463,20,Tarjeta Crédito,Tienda Física
539,2025-06-17,300,72,1,1635665,0,Tarjeta Crédito,Página Web
540,2024-01-17,337,87,5,4184622,5,PSE,WhatsApp
541,2025-08-02,266,91,3,635249,0,Transferencia,Página Web
542,2024-12-23,485,14,4,3875208,0,Tarjeta Crédito,WhatsApp
543,2024-09-16,266,22,2,1332742,0,PSE,WhatsApp
544,2026-03-02,218,22,4,1332742,0,Transferencia,WhatsApp
545,2025-12-19,455,97,3,144092,0,PSE,Página Web
546,2025-08-14,278,80,5,1604369,0,Transferencia,WhatsApp
547,2025-02-01,391,22,5,1332742,20,Tarjeta Crédito,Tienda Física
548,2026-04-15,340,64,4,3846738,20,Tarjeta Crédito,Página Web
549,2025-11-05,104,100,2,3105751,0,PSE,Tienda Física
550,2025-12-31,254,39,4,4689225,20,Tarjeta Débito,Página Web
551,2024-09-18,61,65,4,618120,0,Transferencia,WhatsApp
552,2025-08-10,286,90,2,3591086,0,Tarjeta Débito,WhatsApp
553,2024-07-23,382,43,5,1138328,15,Efectivo,WhatsApp
554,2025-08-16,146,19,1,3789305,20,PSE,Tienda Física
555,2025-03-24,153,90,2,3591086,10,Transferencia,Página Web
556,2024-07-12,491,80,3,1604369,20,Efectivo,Página Web
557,2024-10-12,169,66,5,2139371,15,PSE,Marketplace
558,2024-11-01,158,88,5,327418,5,Tarjeta Crédito,Tienda Física
559,2025-05-20,452,87,1,4184622,0,Tarjeta Crédito,WhatsApp
560,2025-09-09,473,4,1,714960,0,PSE,WhatsApp
561,2025-06-13,319,45,1,1843572,15,PSE,Página Web
562,2024-06-30,242,54,3,4262489,0,Efectivo,Tienda Física
563,2024-10-31,37,80,1,1604369,20,PSE,Página Web
564,2026-02-07,495,60,4,1760690,20,Tarjeta Débito,Tienda Física
565,2025-09-03,209,56,4,3584838,15,PSE,WhatsApp
566,2025-03-15,246,38,3,3547481,5,PSE,Marketplace
567,2024-04-17,446,80,4,1604369,0,Tarjeta Crédito,WhatsApp
568,2026-03-03,92,25,2,890972,0,Transferencia,Marketplace
569,2026-01-24,424,38,4,3547481,10,Transferencia,Marketplace
570,2025-02-20,230,77,1,1311330,10,Tarjeta Crédito,WhatsApp
571,2025-04-19,313,86,4,3212628,15,PSE,WhatsApp
572,2024-09-05,327,22,1,1332742,10,Efectivo,WhatsApp
573,2024-01-21,269,34,5,838602,0,Tarjeta Débito,Tienda Física
574,2024-05-13,116,62,3,2445468,5,Tarjeta Crédito,Marketplace
575,2024-03-11,240,20,3,1796766,0,Tarjeta Débito,Marketplace
576,2025-12-19,192,55,2,1282188,0,Efectivo,Tienda Física
577,2025-10-18,230,41,1,2136354,10,Efectivo,WhatsApp
578,2026-02-05,45,65,4,618120,20,PSE,Marketplace
579,2024-04-18,289,18,4,4048802,0,Tarjeta Débito,Página Web
580,2025-07-03,298,14,5,3875208,0,Tarjeta Débito,Tienda Física
581,2024-11-09,339,6,2,4854910,20,Tarjeta Crédito,Marketplace
582,2024-11-21,21,95,1,4324211,10,Transferencia,WhatsApp
583,2025-12-17,323,60,1,1760690,10,Tarjeta Crédito,Tienda Física
584,2024-03-03,388,21,3,4013212,0,PSE,WhatsApp
585,2026-01-15,233,70,5,4073868,0,Efectivo,Marketplace
586,2025-04-14,275,7,1,4560009,0,Transferencia,Página Web
587,2024-03-15,65,77,5,1311330,15,Tarjeta Crédito,Tienda Física
588,2024-01-15,269,18,3,4048802,10,PSE,Marketplace
589,2025-04-21,98,41,5,2136354,0,Efectivo,Tienda Física
590,2026-05-31,72,20,3,1796766,20,Transferencia,Página Web
591,2024-09-08,252,93,3,1694686,0,PSE,Página Web
592,2025-03-11,178,86,1,3212628,5,Tarjeta Crédito,Tienda Física
593,2024-08-26,283,60,5,1760690,0,Efectivo,WhatsApp
594,2025-09-23,258,95,2,4324211,0,Tarjeta Débito,Marketplace
595,2024-03-16,379,68,1,1842024,10,Tarjeta Crédito,Página Web
596,2024-10-12,194,7,1,4560009,10,Tarjeta Débito,Página Web
597,2024-11-16,273,17,3,1464736,20,Tarjeta Crédito,WhatsApp
598,2025-02-25,189,36,3,1076765,10,Efectivo,Página Web
599,2024-04-14,278,54,2,4262489,0,Tarjeta Crédito,Página Web
600,2026-01-16,438,26,3,3919196,0,Transferencia,Página Web
601,2026-03-18,134,79,3,3804446,5,Tarjeta Débito,Marketplace
602,2024-05-13,253,71,5,4354774,0,Transferencia,WhatsApp
603,2025-08-16,294,96,4,2292397,0,PSE,Marketplace
604,2025-09-15,66,66,3,2139371,0,Tarjeta Débito,WhatsApp
605,2025-08-18,375,40,3,1325409,0,Tarjeta Crédito,WhatsApp
606,2025-06-16,308,55,4,1282188,5,PSE,WhatsApp
607,2025-11-05,500,11,2,4597473,10,PSE,WhatsApp
608,2025-06-15,369,48,3,1836632,0,Efectivo,WhatsApp
609,2025-03-22,400,34,5,838602,0,Transferencia,WhatsApp
610,2024-02-09,308,5,3,2037450,0,PSE,WhatsApp
611,2026-03-07,12,2,3,3555359,10,Efectivo,Página Web
612,2025-03-13,196,35,5,3267646,0,Efectivo,WhatsApp
613,2024-10-12,365,22,2,1332742,10,Tarjeta Débito,Tienda Física
614,2025-07-15,278,93,1,1694686,15,Efectivo,Tienda Física
615,2024-11-14,62,36,1,1076765,0,Efectivo,WhatsApp
616,2025-09-08,247,95,1,4324211,0,Tarjeta Débito,Página Web
617,2024-10-04,380,27,3,3381540,0,Transferencia,WhatsApp
618,2025-11-07,417,72,3,1635665,10,Tarjeta Crédito,Tienda Física
619,2024-12-26,369,35,4,3267646,10,PSE,Página Web
620,2025-09-19,291,3,1,3672960,10,PSE,WhatsApp
621,2025-08-17,492,97,2,144092,0,PSE,Página Web
622,2024-10-18,195,99,3,4401891,0,Efectivo,Página Web
623,2025-05-28,238,84,5,2755569,0,Tarjeta Débito,WhatsApp
624,2025-06-12,327,89,3,350966,0,PSE,Página Web
625,2025-11-10,293,50,1,2758077,0,Tarjeta Crédito,Marketplace
626,2025-07-03,183,28,4,1820471,10,Transferencia,WhatsApp
627,2026-04-08,268,75,5,3197969,0,Transferencia,WhatsApp
628,2024-05-07,258,19,4,3789305,20,Efectivo,Tienda Física
629,2024-12-31,269,65,2,618120,5,Tarjeta Crédito,Tienda Física
630,2026-02-09,439,74,3,2013299,0,Efectivo,Tienda Física
631,2024-12-26,391,63,1,2757403,0,Tarjeta Crédito,Tienda Física
632,2024-10-09,491,81,3,3851834,0,PSE,Página Web
633,2025-08-14,341,89,5,350966,5,Efectivo,Marketplace
634,2026-01-19,131,2,3,3555359,0,PSE,WhatsApp
635,2024-02-06,292,35,4,3267646,20,Efectivo,Marketplace
636,2024-06-16,358,19,5,3789305,15,Transferencia,Página Web
637,2025-06-24,70,98,2,3053445,0,Tarjeta Crédito,Marketplace
638,2025-08-03,61,26,4,3919196,5,Efectivo,WhatsApp
639,2026-02-12,152,14,2,3875208,0,Efectivo,Tienda Física
640,2024-01-09,256,3,4,3672960,15,Tarjeta Crédito,Página Web
641,2025-08-27,245,32,4,3905864,0,Transferencia,Tienda Física
642,2026-05-13,346,37,3,1648323,5,Efectivo,WhatsApp
643,2025-04-01,130,39,3,4689225,0,Tarjeta Débito,WhatsApp
644,2024-02-12,37,61,2,1040165,15,Efectivo,Tienda Física
645,2025-03-20,245,20,3,1796766,0,Transferencia,WhatsApp
646,2025-04-08,212,22,1,1332742,10,Tarjeta Crédito,Tienda Física
647,2025-05-23,136,39,4,4689225,0,Efectivo,Tienda Física
648,2025-10-02,67,85,5,795244,0,Tarjeta Crédito,Marketplace
649,2026-01-29,330,23,1,3575970,5,Efectivo,WhatsApp
650,2025-03-02,6,85,1,795244,0,Transferencia,Página Web
651,2024-09-06,308,48,5,1836632,0,Efectivo,Tienda Física
652,2024-09-08,23,83,5,1895435,0,Tarjeta Débito,Marketplace
653,2024-10-02,50,14,3,3875208,0,Tarjeta Crédito,Tienda Física
654,2024-07-18,32,43,2,1138328,0,Efectivo,Marketplace
655,2025-08-13,32,24,3,4728140,0,Tarjeta Crédito,Marketplace
656,2025-06-25,319,54,3,4262489,5,Transferencia,Marketplace
657,2026-01-02,332,74,1,2013299,0,Tarjeta Débito,WhatsApp
658,2025-10-24,366,74,1,2013299,0,Tarjeta Débito,Tienda Física
659,2024-09-02,25,29,3,2261412,0,Efectivo,Tienda Física
660,2024-04-13,199,31,3,451193,0,Tarjeta Débito,Tienda Física
661,2024-01-22,126,60,5,1760690,15,Tarjeta Débito,Página Web
662,2024-01-13,121,49,4,4297587,10,Tarjeta Débito,Página Web
663,2026-01-02,158,93,5,1694686,0,Tarjeta Crédito,WhatsApp
664,2025-02-22,182,80,3,1604369,10,Tarjeta Crédito,Página Web
665,2024-09-05,408,13,1,1099700,0,Transferencia,WhatsApp
666,2025-01-24,278,85,4,795244,0,Efectivo,WhatsApp
667,2025-04-15,441,70,3,4073868,0,PSE,WhatsApp
668,2026-02-25,132,77,1,1311330,0,Tarjeta Débito,Marketplace
669,2024-11-18,32,73,3,1083463,0,Transferencia,Marketplace
670,2024-08-08,160,85,1,795244,0,PSE,WhatsApp
671,2025-02-12,367,45,1,1843572,0,Transferencia,Marketplace
672,2025-01-25,493,76,3,3281679,20,PSE,Página Web
673,2024-11-19,43,12,1,4548008,5,Efectivo,Tienda Física
674,2026-01-06,297,93,4,1694686,0,Tarjeta Débito,Tienda Física
675,2025-01-01,31,38,3,3547481,0,Tarjeta Débito,Tienda Física
676,2025-09-27,488,56,1,3584838,0,PSE,Tienda Física
677,2026-02-20,197,99,4,4401891,10,Tarjeta Débito,WhatsApp
678,2024-11-06,401,85,1,795244,20,Tarjeta Crédito,Marketplace
679,2025-10-05,462,87,2,4184622,0,Tarjeta Crédito,Página Web
680,2024-06-12,352,52,5,3019382,10,PSE,Página Web
681,2025-10-19,466,3,5,3672960,5,Transferencia,WhatsApp
682,2024-06-23,104,69,1,3996367,10,PSE,WhatsApp
683,2024-03-16,170,16,2,3834068,0,Transferencia,WhatsApp
684,2024-12-31,364,40,5,1325409,20,Tarjeta Crédito,Marketplace
685,2024-10-27,283,79,5,3804446,0,Tarjeta Débito,Página Web
686,2024-09-28,29,86,2,3212628,5,Tarjeta Crédito,WhatsApp
687,2024-01-23,244,33,1,4335187,0,Transferencia,Marketplace
688,2026-03-22,365,94,2,3952690,0,Tarjeta Débito,WhatsApp
689,2025-06-21,52,77,2,1311330,5,Transferencia,Marketplace
690,2024-09-11,177,86,2,3212628,15,PSE,Tienda Física
691,2025-07-07,317,47,5,2140666,15,Tarjeta Crédito,Página Web
692,2025-12-17,441,28,4,1820471,15,Tarjeta Crédito,Tienda Física
693,2025-04-28,287,82,3,4046034,10,Tarjeta Crédito,Marketplace
694,2024-06-02,415,17,1,1464736,5,Efectivo,WhatsApp
695,2026-02-10,435,35,5,3267646,0,Tarjeta Crédito,Página Web
696,2024-09-19,480,60,1,1760690,0,PSE,Marketplace
697,2025-03-10,1,12,2,4548008,5,Transferencia,Tienda Física
698,2026-05-19,348,72,5,1635665,15,PSE,WhatsApp
699,2026-04-08,145,19,3,3789305,0,Tarjeta Débito,WhatsApp
700,2024-01-28,11,14,2,3875208,5,PSE,WhatsApp
701,2024-04-30,80,44,3,2029985,5,Efectivo,Página Web
702,2024-10-12,428,77,3,1311330,0,Efectivo,Marketplace
703,2026-02-01,476,84,3,2755569,0,Tarjeta Débito,Página Web
704,2026-03-02,321,50,5,2758077,5,Efectivo,Tienda Física
705,2024-06-19,298,67,3,1860613,0,Tarjeta Débito,Página Web
706,2025-11-03,198,64,3,3846738,15,PSE,Marketplace
707,2026-05-03,135,60,2,1760690,0,Efectivo,WhatsApp
708,2026-03-22,452,2,1,3555359,15,Transferencia,WhatsApp
709,2025-05-03,134,98,4,3053445,0,Tarjeta Crédito,Página Web
710,2024-07-20,21,88,3,327418,15,Tarjeta Débito,Tienda Física
711,2025-04-12,54,50,1,2758077,20,PSE,Tienda Física
712,2024-03-21,471,79,1,3804446,0,Tarjeta Débito,Página Web
713,2024-07-07,127,44,2,2029985,10,Tarjeta Débito,Página Web
714,2025-12-23,429,86,5,3212628,20,Transferencia,WhatsApp
715,2025-03-26,317,80,2,1604369,0,PSE,Marketplace
716,2025-02-28,341,15,5,4265569,0,PSE,Tienda Física
717,2024-09-04,389,77,1,1311330,10,Transferencia,Tienda Física
718,2025-12-04,56,89,1,350966,0,Tarjeta Crédito,Marketplace
719,2024-07-23,486,57,5,1980185,0,Efectivo,Tienda Física
720,2025-08-03,303,76,4,3281679,10,Tarjeta Débito,WhatsApp
721,2025-04-07,199,97,2,144092,20,Tarjeta Débito,Página Web
722,2024-08-09,439,59,1,4942713,0,PSE,Marketplace
723,2024-10-23,174,53,2,548491,0,PSE,Marketplace
724,2026-04-17,419,69,2,3996367,15,Transferencia,WhatsApp
725,2025-08-27,314,99,3,4401891,0,Efectivo,Tienda Física
726,2025-04-08,377,3,5,3672960,15,Efectivo,Página Web
727,2025-10-26,143,21,1,4013212,10,Tarjeta Crédito,Página Web
728,2025-02-10,149,40,2,1325409,0,Efectivo,WhatsApp
729,2025-03-17,237,16,3,3834068,20,Tarjeta Débito,Tienda Física
730,2025-06-15,25,69,1,3996367,15,Tarjeta Débito,Página Web
731,2024-06-04,142,35,4,3267646,0,Transferencia,WhatsApp
732,2026-05-22,50,1,2,2164957,0,Efectivo,WhatsApp
733,2025-01-18,457,30,2,4502999,0,PSE,WhatsApp
734,2025-09-22,187,96,3,2292397,10,Efectivo,WhatsApp
735,2024-09-17,149,41,2,2136354,0,PSE,Marketplace
736,2024-08-17,349,92,4,2217151,15,Efectivo,WhatsApp
737,2024-01-12,136,59,4,4942713,20,Tarjeta Débito,Página Web
738,2025-04-27,57,15,1,4265569,5,Efectivo,Tienda Física
739,2024-12-08,494,48,1,1836632,0,PSE,WhatsApp
740,2025-08-21,384,45,2,1843572,15,Tarjeta Débito,Marketplace
741,2025-09-02,275,73,4,1083463,0,Tarjeta Débito,WhatsApp
742,2024-12-02,52,36,3,1076765,0,Tarjeta Crédito,Marketplace
743,2024-05-03,200,62,1,2445468,0,Transferencia,WhatsApp
744,2026-03-21,394,66,2,2139371,0,Tarjeta Crédito,Marketplace
745,2025-06-06,465,44,5,2029985,0,Transferencia,WhatsApp
746,2024-03-03,469,38,4,3547481,0,PSE,Marketplace
747,2024-08-31,460,40,2,1325409,20,PSE,Tienda Física
748,2024-09-06,340,59,1,4942713,10,Tarjeta Crédito,Tienda Física
749,2025-06-07,243,94,2,3952690,0,PSE,Página Web
750,2024-11-10,494,27,1,3381540,0,Tarjeta Crédito,Marketplace
751,2025-08-25,219,39,3,4689225,0,Tarjeta Débito,WhatsApp
752,2024-12-20,218,72,5,1635665,15,Efectivo,Marketplace
753,2024-07-24,107,97,3,144092,20,PSE,Marketplace
754,2025-09-17,161,10,4,1728534,0,Tarjeta Débito,Marketplace
755,2024-08-09,278,83,4,1895435,20,PSE,Página Web
756,2025-07-08,175,69,3,3996367,0,Transferencia,WhatsApp
757,2026-03-01,7,75,5,3197969,0,Efectivo,Tienda Física
758,2024-03-17,434,58,3,1290260,0,Transferencia,Página Web
759,2024-12-16,311,67,2,1860613,5,PSE,Tienda Física
760,2025-07-06,422,77,2,1311330,0,Efectivo,WhatsApp
761,2024-07-31,205,17,5,1464736,20,Transferencia,Marketplace
762,2025-09-23,276,30,1,4502999,15,Tarjeta Débito,Marketplace
763,2026-01-30,331,61,4,1040165,10,PSE,Página Web
764,2024-09-18,20,13,2,1099700,20,Tarjeta Débito,Página Web
765,2025-10-29,186,70,3,4073868,0,Tarjeta Débito,Marketplace
766,2026-05-15,194,78,3,895758,10,Tarjeta Débito,Tienda Física
767,2025-12-09,193,31,2,451193,20,Transferencia,Tienda Física
768,2024-04-13,357,61,5,1040165,0,Transferencia,Marketplace
769,2025-01-25,449,87,4,4184622,10,PSE,Página Web
770,2024-02-29,260,18,4,4048802,20,Efectivo,WhatsApp
771,2024-07-10,155,64,1,3846738,5,Efectivo,Marketplace
772,2024-03-02,388,12,1,4548008,0,PSE,Página Web
773,2024-07-31,342,45,5,1843572,10,PSE,Marketplace
774,2024-05-18,327,24,5,4728140,10,Transferencia,Tienda Física
775,2024-02-12,294,64,3,3846738,15,PSE,Marketplace
776,2025-07-05,139,8,4,506538,0,Transferencia,Marketplace
777,2024-10-29,399,22,4,1332742,10,Tarjeta Crédito,Marketplace
778,2026-01-20,258,12,4,4548008,15,Tarjeta Débito,WhatsApp
779,2024-01-27,336,91,3,635249,0,Transferencia,Página Web
